@_id,OrphaCode,Name/#text,DisorderType/Name/#text,DisorderGroup/Name/#text,DisorderGeneAssociationList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Symbol,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/GeneType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/Locus/GeneLocus,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationStatus/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/0/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/1/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/2/#text
402,22,Succinic semialdehyde dehydrogenase deficiency,Disease,Disorder,1,aldehyde dehydrogenase 5 family member A1,ALDH5A1,3.0,gene with protein product,6.0,SwissProt,P51649,Ensembl,ENSG00000112294,Genatlas,HGNC,ALDH5A1,408,610045,P51649,OMIM,Reactome,1.0,6p22.3,Disease-causing germline mutation(s) in,Assessed,SSADH,SSDH,succinate-semialdehyde dehydrogenase
403,29,Mevalonic aciduria,Disease,Disorder,1,mevalonate kinase,MVK,4.0,gene with protein product,7.0,Ensembl,ENSG00000110921,Genatlas,MVK,HGNC,IUPHAR,7530,640,251170,Q03426,OMIM,Reactome,1.0,12q24.11,Disease-causing germline mutation(s) in,Assessed,LH receptor mRNA-binding protein,LRBP,MK
407,245,Nager syndrome,Malformation syndrome,Disorder,1,splicing factor 3b subunit 4,SF3B4,3.0,gene with protein product,6.0,Ensembl,ENSG00000143368,Genatlas,SF3B4,HGNC,OMIM,10771,605593,Q15427,Q15427,Reactome,SwissProt,1.0,1q21.2,Disease-causing germline mutation(s) in,Assessed,Hsh49,SAP49,SF3b49
443,1452,Cleidocranial dysplasia,Malformation syndrome,Disorder,1,RUNX family transcription factor 2,RUNX2,3.0,gene with protein product,6.0,Ensembl,ENSG00000124813,Genatlas,RUNX2,HGNC,OMIM,10472,600211,Q13950,Q13950,Reactome,SwissProt,1.0,6p21.1,Disease-causing germline mutation(s) in,Assessed,AML3,PEBP2A1,PEBP2aA1
17788,168624,"Familial scaphocephaly syndrome, McGillivray type",Malformation syndrome,Disorder,1,fibroblast growth factor receptor 2,FGFR2,8.0,gene with protein product,7.0,Ensembl,ENSG00000066468,Genatlas,FGFR2,HGNC,IUPHAR,3689,1809,176943,P21802,OMIM,Reactome,1.0,10q26.13,Disease-causing germline mutation(s) in,Assessed,CD332,CEK3,Crouzon syndrome
17777,168583,Hereditary North American Indian childhood cirrhosis,Clinical subtype,Subtype of disorder,1,UTP4 small subunit processome component,UTP4,6.0,gene with protein product,6.0,Reactome,Q969X6,Ensembl,ENSG00000141076,Genatlas,HGNC,UTP4,1983,607456,Q969X6,OMIM,SwissProt,1.0,16q22.1,Disease-causing germline mutation(s) in,Assessed,CIRHIN,FLJ14728,KIAA1988
17780,168598,Brain demyelination due to methionine adenosyltransferase deficiency,Disease,Disorder,1,methionine adenosyltransferase 1A,MAT1A,5.0,gene with protein product,6.0,Ensembl,ENSG00000151224,Genatlas,MAT1A,HGNC,OMIM,6903,610550,Q00266,Q00266,Reactome,SwissProt,1.0,10q22.3,Disease-causing germline mutation(s) in,Assessed,MAT,MATA1,S-adenosylmethionine synthetase
430,125,Bloom syndrome,Disease,Disorder,1,BLM RecQ like helicase,BLM,3.0,gene with protein product,6.0,Ensembl,ENSG00000197299,Genatlas,BLM,HGNC,OMIM,1058,604610,P54132,P54132,Reactome,SwissProt,1.0,15q26.1,Disease-causing germline mutation(s) in,Assessed,BS,RECQ2,RECQL3
420,1143,Neurogenic arthrogryposis multiplex congenita,Disease,Disorder,1,endoplasmic reticulum-golgi intermediate compartment 1,ERGIC1,4.0,gene with protein product,6.0,HGNC,29205,Ensembl,ENSG00000113719,SwissProt,OMIM,Q969X5,617946,ERGIC1,Q969X5,Genatlas,Reactome,1.0,5q35.1,Disease-causing germline mutation(s) in,Assessed,ERGIC-32,ERGIC32,KIAA1181
474,1764,Familial dysautonomia,Disease,Disorder,1,elongator complex protein 1,ELP1,4.0,gene with protein product,6.0,Ensembl,ENSG00000070061,Genatlas,IKBKAP,HGNC,OMIM,5959,603722,O95163,O95163,Reactome,SwissProt,1.0,9q31.3,Disease-causing germline mutation(s) in,Assessed,IKAP,IKI3,TOT1
457,226,Dihydropteridine reductase deficiency,Clinical subtype,Subtype of disorder,1,quinoid dihydropteridine reductase,QDPR,5.0,gene with protein product,6.0,Ensembl,ENSG00000151552,Genatlas,QDPR,HGNC,OMIM,9752,612676,P09417,P09417,Reactome,SwissProt,1.0,4p15.32,Disease-causing germline mutation(s) in,Assessed,"6,7-dihydropteridine reductase",DHPR,PKU2
503,2118,Hawkinsinuria,Disease,Disorder,1,4-hydroxyphenylpyruvate dioxygenase,HPD,4.0,gene with protein product,7.0,Reactome,P32754,SwissProt,P32754,Ensembl,Genatlas,ENSG00000158104,HPD,5147,2621,HGNC,IUPHAR,1.0,12q24.31,Candidate gene tested in,Not yet assessed,4-HPPD,4HPPD,GLOD3
498,351,Galactosialidosis,Disease,Disorder,1,cathepsin A,CTSA,7.0,gene with protein product,7.0,Ensembl,ENSG00000064601,Genatlas,CTSA,HGNC,IUPHAR,9251,1581,613111,P10619,OMIM,Reactome,1.0,20q13.12,Disease-causing germline mutation(s) in,Assessed,carboxypeptidase C,carboxypeptidase Y-like kininase,carboxypeptidase-L
546,2635,Metatropic dysplasia,Disease,Disorder,1,transient receptor potential cation channel subfamily V member 4,TRPV4,7.0,gene with protein product,7.0,Ensembl,ENSG00000111199,Genatlas,TRPV4,HGNC,IUPHAR,18083,510,605427,Q9HBA0,OMIM,Reactome,1.0,12q24.11,Disease-causing germline mutation(s) in,Assessed,CMT2C,OTRPC4,TRP12
545,606,Proximal myotonic myopathy,Disease,Disorder,1,CCHC-type zinc finger nucleic acid binding protein,CNBP,3.0,gene with protein product,6.0,Reactome,P62633,Ensembl,ENSG00000169714,Genatlas,HGNC,CNBP,13164,116955,P62633,OMIM,SwissProt,1.0,3q21.3,Disease-causing germline mutation(s) in,Assessed,CNBP1,RNF163,ZCCHC22
555,2785,Osteopetrosis with renal tubular acidosis,Disease,Disorder,1,carbonic anhydrase 2,CA2,3.0,gene with protein product,6.0,Ensembl,ENSG00000104267,Genatlas,CA2,HGNC,OMIM,1373,611492,P00918,P00918,Reactome,SwissProt,1.0,8q21.2,Disease-causing germline mutation(s) in,Assessed,CA-II,CAII,Car2
553,2746,Opsismodysplasia,Disease,Disorder,1,inositol polyphosphate phosphatase like 1,INPPL1,4.0,gene with protein product,6.0,Ensembl,ENSG00000165458,Genatlas,INPPL1,HGNC,OMIM,6080,600829,O15357,O15357,Reactome,SwissProt,1.0,11q13.4,Disease-causing germline mutation(s) in,Assessed,51C protein,SH2 domain-containing inositol 5'-phosphatase 2,SHIP2
512,2253,Foveal hypoplasia-presenile cataract syndrome,Disease,Disorder,1,paired box 6,PAX6,4.0,gene with protein product,6.0,Ensembl,ENSG00000007372,Genatlas,PAX6,HGNC,OMIM,8620,607108,P26367,P26367,Reactome,SwissProt,1.0,11p13,Disease-causing germline mutation(s) in,Assessed,AN,D11S812E,WAGR
531,2377,Laurence-Moon syndrome,Malformation syndrome,Disorder,1,patatin like phospholipase domain containing 6,PNPLA6,5.0,gene with protein product,6.0,Reactome,Q8IY17,Genatlas,PNPLA6,HGNC,OMIM,16268,603197,Q8IY17,ENSG00000032444,SwissProt,Ensembl,1.0,19p13.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,NTE,SPG39,SWS
540,560,Marshall syndrome,Malformation syndrome,Disorder,1,collagen type XI alpha 1 chain,COL11A1,3.0,gene with protein product,6.0,Ensembl,ENSG00000060718,Genatlas,COL11A1,HGNC,OMIM,2186,120280,P12107,P12107,Reactome,SwissProt,1.0,1p21.1,Disease-causing germline mutation(s) in,Assessed,CO11A1,STL2,"collagen XI, alpha-1 polypeptide"
595,3320,Thrombocytopenia-absent radius syndrome,Malformation syndrome,Disorder,1,RNA binding motif protein 8A,RBM8A,6.0,gene with protein product,6.0,Ensembl,ENSG00000265241,Genatlas,RBM8A,HGNC,OMIM,9905,605313,Q9Y5S9,Q9Y5S9,Reactome,SwissProt,1.0,1q21.1,Disease-causing germline mutation(s) in,Assessed,BOV-1A,BOV-1B,BOV-1C
605,909,Cerebrotendinous xanthomatosis,Disease,Disorder,1,cytochrome P450 family 27 subfamily A member 1,CYP27A1,3.0,gene with protein product,6.0,Ensembl,ENSG00000135929,Genatlas,CYP27A1,HGNC,OMIM,2605,606530,Q02318,Q02318,Reactome,SwissProt,1.0,2q35,Disease-causing germline mutation(s) in,Assessed,CP27,CTX,cerebrotendinous xanthomatosis
606,1422,Chondrodysplasia-disorder of sex development syndrome,Malformation syndrome,Disorder,1,hedgehog acyltransferase,HHAT,8.0,gene with protein product,6.0,Ensembl,ENSG00000054392,Genatlas,HHAT,HGNC,OMIM,18270,605743,Q5VTY9,Q5VTY9,Reactome,SwissProt,1.0,1q32.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,FLJ10724,GUP2,MART-2
18026,178461,X-linked myopathy with postural muscle atrophy,Disease,Disorder,1,four and a half LIM domains 1,FHL1,9.0,gene with protein product,6.0,Ensembl,ENSG00000022267,Genatlas,FHL1,HGNC,OMIM,3702,300163,Q13642,Q13642,SwissProt,Reactome,1.0,Xq26.3,Disease-causing germline mutation(s) in,Assessed,FHL1B,FLH1A,Four-and-a-half LIM domains 1
18027,178464,Hereditary myopathy with early respiratory failure,Disease,Disorder,1,titin,TTN,6.0,gene with protein product,7.0,Reactome,Q8WZ42,SwissProt,Q8WZ42,Ensembl,Genatlas,ENSG00000155657,TTN,12403,2265,HGNC,IUPHAR,1.0,2q31.2,Disease-causing germline mutation(s) in,Assessed,CMH9,CMPD4,FLJ32040
18024,178396,Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,Disease,Disorder,1,serpin family A member 1,SERPINA1,7.0,gene with protein product,6.0,Ensembl,ENSG00000197249,Genatlas,SERPINA1,HGNC,OMIM,8941,107400,P01009,P01009,Reactome,SwissProt,1.0,14q32.13,Disease-causing germline mutation(s) in,Assessed,A1A,A1AT,AAT
18023,178389,Osteopetrosis-hypogammaglobulinemia syndrome,Disease,Disorder,1,TNF receptor superfamily member 11a,TNFRSF11A,3.0,gene with protein product,6.0,Ensembl,ENSG00000141655,Genatlas,TNFRSF11A,HGNC,OMIM,11908,603499,Q9Y6Q6,Q9Y6Q6,Reactome,SwissProt,1.0,18q21.33,Disease-causing germline mutation(s) in,Assessed,CD265,FEO,RANK
18021,178377,Osteosclerosis-developmental delay-craniosynostosis syndrome,Malformation syndrome,Disorder,1,LDL receptor related protein 5,LRP5,7.0,gene with protein product,6.0,Ensembl,ENSG00000162337,Genatlas,LRP5,HGNC,OMIM,6697,603506,O75197,O75197,Reactome,SwissProt,1.0,11q13.2,Disease-causing germline mutation(s) (gain of function) in,Assessed,BMND1,EVR4,HBM
18018,178345,Aromatase excess syndrome,Disease,Disorder,1,cytochrome P450 family 19 subfamily A member 1,CYP19A1,6.0,gene with protein product,7.0,OMIM,107910,Reactome,P11511,SwissProt,Ensembl,P11511,ENSG00000137869,CYP19A1,2594,Genatlas,HGNC,1.0,15q21.2,Disease-causing germline mutation(s) (gain of function) in,Assessed,ARO,ARO1,CPV1
17996,177926,Symptomatic form of hemophilia A in female carriers,Clinical subtype,Subtype of disorder,1,coagulation factor VIII,F8,5.0,gene with protein product,7.0,Ensembl,ENSG00000185010,Genatlas,F8,HGNC,IUPHAR,3546,2607,300841,P00451,OMIM,Reactome,1.0,Xq28,Disease-causing germline mutation(s) in,Assessed,DXS1253E,FVIII,Factor VIIIF8B
17997,177929,Symptomatic form of hemophilia B in female carriers,Clinical subtype,Subtype of disorder,1,coagulation factor IX,F9,5.0,gene with protein product,7.0,Ensembl,ENSG00000101981,Genatlas,F9,HGNC,IUPHAR,3551,2364,300746,P00740,OMIM,Reactome,1.0,Xq27.1,Disease-causing germline mutation(s) in,Assessed,Christmas disease,FIX,Factor IX
17994,177907,Prader-Willi syndrome due to translocation,Etiological subtype,Subtype of disorder,1,small nuclear ribonucleoprotein polypeptide N,SNRPN,9.0,gene with protein product,6.0,Reactome,P63162,Ensembl,ENSG00000128739,Genatlas,HGNC,SNRPN,11164,182279,P63162,OMIM,SwissProt,1.0,15q11.2,Role in the phenotype of,Assessed,HCERN3,RT-LI,SM protein N
18015,178333,�land Islands eye disease,Disease,Disorder,1,calcium voltage-gated channel subunit alpha1 F,CACNA1F,7.0,gene with protein product,7.0,Genatlas,CACNA1F,HGNC,1393,IUPHAR,OMIM,531,300110,O60840,O60840,Reactome,SwissProt,1.0,Xp11.23,Disease-causing germline mutation(s) in,Assessed,CORDX3,CSNB2A,CSNBX2
18010,178307,Reticulate acropigmentation of Kitamura,Disease,Disorder,1,ADAM metallopeptidase domain 10,ADAM10,4.0,gene with protein product,7.0,Ensembl,ENSG00000137845,Genatlas,ADAM10,HGNC,IUPHAR,188,1658,602192,O14672,OMIM,Reactome,1.0,15q21.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,CD156c,HsT18717,MADM
18007,178145,Moderate multiminicore disease with hand involvement,Clinical subtype,Subtype of disorder,1,ryanodine receptor 1,RYR1,3.0,gene with protein product,7.0,Ensembl,ENSG00000196218,Genatlas,RYR1,HGNC,IUPHAR,10483,747,180901,P21817,OMIM,Reactome,1.0,19q13.2,Disease-causing germline mutation(s) in,Assessed,PPP1R137,RYR,"protein phosphatase 1, regulatory subunit 137"
742,2334,Autosomal dominant keratitis,Disease,Disorder,1,paired box 6,PAX6,4.0,gene with protein product,6.0,Ensembl,ENSG00000007372,Genatlas,PAX6,HGNC,OMIM,8620,607108,P26367,P26367,Reactome,SwissProt,1.0,11p13,Disease-causing germline mutation(s) in,Assessed,AN,D11S812E,WAGR
17931,171706,Short stature-delayed bone age due to thyroid hormone metabolism deficiency,Disease,Disorder,1,SECIS binding protein 2,SECISBP2,3.0,gene with protein product,6.0,Reactome,Q96T21,SwissProt,Q96T21,Ensembl,Genatlas,ENSG00000187742,SECISBP2,30972,607693,HGNC,OMIM,1.0,9q22.2,Disease-causing germline mutation(s) in,Assessed,SBP2,Sec insertion sequence-binding protein 2,Selenocysteine insertion sequence-binding protein 2
17925,171680,Lissencephaly due to TUBA1A mutation,Malformation syndrome,Disorder,1,tubulin alpha 1a,TUBA1A,4.0,gene with protein product,7.0,Ensembl,ENSG00000167552,Genatlas,TUBA1A,HGNC,IUPHAR,20766,2638,602529,Q71U36,OMIM,Reactome,1.0,12q13.12,Disease-causing germline mutation(s) in,Assessed,B-ALPHA-1,FLJ25113,TUBA3
17940,171848,Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome,Disease,Disorder,1,abhydrolase domain containing 12,ABHD12,4.0,gene with protein product,6.0,Ensembl,ENSG00000100997,Genatlas,ABHD12,HGNC,OMIM,15868,613599,Q8N2K0,Q8N2K0,Reactome,SwissProt,1.0,20p11.21,Disease-causing germline mutation(s) in,Assessed,ABHD12A,BEM46L2,DKFZP434P106
18421,200418,Immunodeficiency with factor I anomaly,Disease,Disorder,1,complement factor I,CFI,5.0,gene with protein product,6.0,OMIM,217030,Reactome,P05156,SwissProt,Ensembl,P05156,ENSG00000205403,CFI,5394,Genatlas,HGNC,1.0,4q25,Disease-causing germline mutation(s) in,Assessed,C3b-INA,C3b-inactivator,FI
18422,200421,Immunodeficiency with factor H anomaly,Disease,Disorder,1,complement factor H,CFH,7.0,gene with protein product,6.0,Ensembl,ENSG00000000971,Genatlas,CFH,HGNC,OMIM,4883,134370,P08603,P08603,Reactome,SwissProt,1.0,1q31.3,Disease-causing germline mutation(s) in,Assessed,ARMD4,ARMS1,FHL1
805,234,Dubin-Johnson syndrome,Disease,Disorder,1,ATP binding cassette subfamily C member 2,ABCC2,3.0,gene with protein product,6.0,Ensembl,ENSG00000023839,Genatlas,ABCC2,HGNC,OMIM,53,601107,Q92887,Q92887,Reactome,SwissProt,1.0,10q24.2,Disease-causing germline mutation(s) in,Assessed,DJS,MRP2,cMRP
18401,199326,"Isolated autosomal dominant hypomagnesemia, Glaudemans type",Disease,Disorder,1,potassium voltage-gated channel subfamily A member 1,KCNA1,4.0,gene with protein product,7.0,Ensembl,ENSG00000111262,Genatlas,KCNA1,HGNC,IUPHAR,6218,538,176260,Q09470,OMIM,Reactome,1.0,12p13.32,Disease-causing germline mutation(s) in,Assessed,HUK1,Kv1.1,MBK1
18403,199332,Endocrine-cerebro-osteodysplasia syndrome,Malformation syndrome,Disorder,1,intestinal cell kinase,ICK,6.0,gene with protein product,7.0,Reactome,Q9UPZ9,SwissProt,Q9UPZ9,Ensembl,Genatlas,ENSG00000112144,ICK,21219,2038,HGNC,IUPHAR,1.0,6p12.1,Disease-causing germline mutation(s) in,Assessed,KIAA0936,LCK2,MAK-related kinase
18409,199354,Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy,Disease,Disorder,1,HtrA serine peptidase 1,HTRA1,3.0,gene with protein product,6.0,Ensembl,ENSG00000166033,Genatlas,HTRA1,HGNC,OMIM,9476,602194,Q92743,Q92743,SwissProt,Reactome,1.0,10q26.13,Disease-causing germline mutation(s) in,Assessed,ARMD7,HtrA,IGFBP5-protease
18408,199351,Adult-onset dystonia-parkinsonism,Disease,Disorder,1,phospholipase A2 group VI,PLA2G6,6.0,gene with protein product,6.0,Genatlas,PLA2G6,HGNC,9039,OMIM,Reactome,603604,O60733,O60733,ENSG00000184381,SwissProt,Ensembl,1.0,22q13.1,Disease-causing germline mutation(s) in,Assessed,NBIA2,Neurodegeneration with brain iron accumulation 2,PARK14
809,356,Gerstmann-Straussler-Scheinker syndrome,Disease,Disorder,1,prion protein,PRNP,7.0,gene with protein product,6.0,Ensembl,ENSG00000171867,Genatlas,PRNP,HGNC,OMIM,9449,176640,P04156,P04156,Reactome,SwissProt,1.0,20p13,Disease-causing germline mutation(s) in,Assessed,AltPrP,CD230,Creutzfeldt-Jakob disease
810,466,Fatal familial insomnia,Disease,Disorder,1,prion protein,PRNP,7.0,gene with protein product,6.0,Ensembl,ENSG00000171867,Genatlas,PRNP,HGNC,OMIM,9449,176640,P04156,P04156,Reactome,SwissProt,1.0,20p13,Disease-causing germline mutation(s) in,Assessed,AltPrP,CD230,Creutzfeldt-Jakob disease
787,2102,GTP cyclohydrolase I deficiency,Clinical subtype,Subtype of disorder,1,GTP cyclohydrolase 1,GCH1,3.0,gene with protein product,6.0,Ensembl,ENSG00000131979,Genatlas,GCH1,HGNC,OMIM,4193,600225,P30793,P30793,Reactome,SwissProt,1.0,14q22.2,Disease-causing germline mutation(s) in,Assessed,DYT5a,GTPCH1,dopa-responsive dystonia
795,1195,Congenital atransferrinemia,Disease,Disorder,1,transferrin,TF,3.0,gene with protein product,6.0,Ensembl,ENSG00000091513,Genatlas,TF,HGNC,OMIM,11740,190000,P02787,P02787,Reactome,SwissProt,1.0,3q22.1,Disease-causing germline mutation(s) in,Assessed,PRO1557,PRO2086,serotransferrin
18392,199296,Congenital isolated ACTH deficiency,Disease,Disorder,1,T-box 19,TBX19,3.0,gene with protein product,6.0,Ensembl,ENSG00000143178,Genatlas,TBX19,HGNC,OMIM,11596,604614,O60806,O60806,SwissProt,Reactome,1.0,1q24.2,Disease-causing germline mutation(s) in,Assessed,TBS 19,TPIT,dj747L4.1
770,415,Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome,Disease,Disorder,1,solute carrier family 25 member 15,SLC25A15,3.0,gene with protein product,6.0,Ensembl,ENSG00000102743,Genatlas,SLC25A15,HGNC,OMIM,10985,603861,Q9Y619,Q9Y619,Reactome,SwissProt,1.0,13q14.11,Disease-causing germline mutation(s) (loss of function) in,Assessed,D13S327,ORC1,ornithine transporter 1
870,267,Calpain-3-related  limb-girdle muscular dystrophy R1,Disease,Disorder,1,calpain 3,CAPN3,3.0,gene with protein product,6.0,Ensembl,ENSG00000092529,Genatlas,CAPN3,HGNC,OMIM,1480,114240,P20807,P20807,SwissProt,Reactome,1.0,15q15.1,Disease-causing germline mutation(s) in,Assessed,CANP3,nCL-1,p94
875,1136,Arnold-Chiari malformation type II,Morphological anomaly,Disorder,1,fuzzy planar cell polarity protein,FUZ,4.0,gene with protein product,6.0,Ensembl,ENSG00000010361,Genatlas,FUZ,HGNC,OMIM,26219,610622,Q9BT04,Q9BT04,Reactome,SwissProt,1.0,19q13.33,Disease-causing germline mutation(s) in,Assessed,CPLANE3,FLJ22688,Fy
876,397,Giant cell arteritis,Disease,Disorder,1,protein tyrosine phosphatase non-receptor type 22,PTPN22,3.0,gene with protein product,6.0,Ensembl,ENSG00000134242,Genatlas,PTPN22,HGNC,OMIM,9652,600716,Q9Y2R2,Q9Y2R2,SwissProt,Reactome,1.0,1p13.2,Major susceptibility factor in,Assessed,Lyp,Lyp1,Lyp2
878,2398,Multiple symmetric lipomatosis,Disease,Disorder,1,mitofusin 2,MFN2,4.0,gene with protein product,6.0,Ensembl,ENSG00000116688,Genatlas,MFN2,HGNC,OMIM,16877,608507,O95140,O95140,Reactome,SwissProt,1.0,1p36.22,Disease-causing germline mutation(s) (loss of function) in,Assessed,CMT2A2,CPRP1,KIAA0214
837,2177,Hydranencephaly,Malformation syndrome,Disorder,1,nudE neurodevelopment protein 1,NDE1,3.0,gene with protein product,6.0,Ensembl,ENSG00000072864,Genatlas,NDE1,HGNC,OMIM,17619,609449,Q9NXR1,Q9NXR1,Reactome,SwissProt,1.0,16p13.11,Disease-causing germline mutation(s) in,Assessed,FLJ20101,NDE,NUDE
936,643,Giant axonal neuropathy,Disease,Disorder,1,gigaxonin,GAN,3.0,gene with protein product,6.0,Reactome,Q9H2C0,SwissProt,Q9H2C0,Ensembl,Genatlas,ENSG00000261609,GAN,4137,605379,HGNC,OMIM,1.0,16q23.2,Disease-causing germline mutation(s) in,Assessed,GAN1,KLHL16,kelch-like family member 16
938,634,Netherton syndrome,Disease,Disorder,1,"serine peptidase inhibitor, Kazal type 5",SPINK5,11.0,gene with protein product,6.0,Reactome,Q9NQ38,Ensembl,ENSG00000133710,Genatlas,HGNC,SPINK5,15464,605010,Q9NQ38,OMIM,SwissProt,1.0,5q32,Disease-causing germline mutation(s) in,Assessed,DKFZp686K19184,FLJ21544,FLJ97536
935,642,Hereditary sensory and autonomic neuropathy type 4,Disease,Disorder,1,neurotrophic receptor tyrosine kinase 1,NTRK1,4.0,gene with protein product,7.0,Ensembl,ENSG00000198400,Genatlas,NTRK1,HGNC,IUPHAR,8031,1817,191315,P04629,OMIM,Reactome,1.0,1q23.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,MTC,TRK,TRKA
925,427,Familial hypoaldosteronism,Disease,Disorder,1,cytochrome P450 family 11 subfamily B member 2,CYP11B2,6.0,gene with protein product,6.0,Ensembl,ENSG00000179142,Genatlas,CYP11B2,HGNC,OMIM,2592,124080,P19099,P19099,Reactome,SwissProt,1.0,8q24.3,Disease-causing germline mutation(s) in,Assessed,ALDOS,CPN2,CYP11BL
920,342,Familial Mediterranean fever,Disease,Disorder,1,"MEFV innate immuity regulator, pyrin",MEFV,3.0,gene with protein product,6.0,Ensembl,ENSG00000103313,Genatlas,MEFV,HGNC,OMIM,6998,608107,O15553,O15553,Reactome,SwissProt,1.0,16p13.3,Disease-causing germline mutation(s) in,Assessed,FMF,TRIM20,marenostrin
916,327,Congenital factor VII deficiency,Disease,Disorder,1,coagulation factor VII,F7,3.0,gene with protein product,7.0,Ensembl,ENSG00000057593,Genatlas,F7,HGNC,IUPHAR,3544,2363,613878,P08709,OMIM,Reactome,1.0,13q34,Disease-causing germline mutation(s) in,Assessed,FVII coagulation protein,eptacog alfa,factor VII
900,847,Alpha-thalassemia-X-linked intellectual disability syndrome,Disease,Disorder,1,ATRX chromatin remodeler,ATRX,3.0,gene with protein product,6.0,Ensembl,ENSG00000085224,Genatlas,ATRX,HGNC,OMIM,886,300032,P46100,P46100,SwissProt,Reactome,1.0,Xq21.1,Disease-causing germline mutation(s) in,Assessed,RAD54 homolog (S. cerevisiae),XH2,XNP
993,275,Severe combined immunodeficiency due to DCLRE1C deficiency,Disease,Disorder,1,DNA cross-link repair 1C,DCLRE1C,5.0,gene with protein product,6.0,Ensembl,ENSG00000152457,Genatlas,DCLRE1C,HGNC,OMIM,17642,605988,Q96SD1,Q96SD1,Reactome,SwissProt,1.0,10p13,Disease-causing germline mutation(s) in,Assessed,A-SCID,ARTEMIS,FLJ11360
991,189,Hidrotic ectodermal dysplasia,Disease,Disorder,1,gap junction protein beta 6,GJB6,4.0,gene with protein product,6.0,Ensembl,ENSG00000121742,Genatlas,GJB6,HGNC,OMIM,4288,604418,O95452,O95452,Reactome,SwissProt,1.0,13q12.11,Disease-causing germline mutation(s) in,Assessed,CX30,EDH,HED
18198,182050,MYH9-related disease,Disease,Disorder,1,myosin heavy chain 9,MYH9,6.0,gene with protein product,6.0,Ensembl,ENSG00000100345,Genatlas,MYH9,HGNC,OMIM,7579,160775,P35579,P35579,Reactome,SwissProt,1.0,22q12.3,Disease-causing germline mutation(s) in,Assessed,EPSTS,FTNS,MHA
968,709,Peters plus syndrome,Malformation syndrome,Disorder,1,beta 3-glucosyltransferase,B3GLCT,3.0,gene with protein product,6.0,Ensembl,ENSG00000187676,Genatlas,B3GALTL,HGNC,OMIM,20207,610308,Q6Y288,Q6Y288,Reactome,SwissProt,1.0,13q12.3,Disease-causing germline mutation(s) in,Assessed,B3GTL,B3Glc-T,"beta-1,3-glucosyltransferase"
